Campaign Name,Merchant Number,Parent Name,city_id,Merchant Co-hort,Cuisine Type,promotion_type,min_basket_size,Promotion Duration (days),before_Completed Trips ,during_Completed Trips ,before_average_basket_size,during_average_basket_size,before_gross_bookings,during_gross_bookings,before_new_customer,during_new_customer,before_menu_session,during_menu_session,n_redemption,average_promotion_value_usd,Promo costs_usd,before_First Trips Eater,during_First Trips Eater,before_unique_eater,during_unique_eater
Enterprise Multiple Brand,1714,Pinky,94,Enterprise,Japanese,BOGO,0,14,184,242,15.6,13.7,2882.9,3312.7,66,70,599,852,120,1.65,197.98,0,0,88,199
Enterprise Multiple Brand,1715,Pinky,965,Enterprise,Japanese,BOGO,0,14,120,159,12.8,12.3,1542.4,1966.4,64,80,713,1746,113,1.22,138.05,2,3,60,162
Enterprise Multiple Brand,1716,Pinky,1077,Enterprise,Japanese,BOGO,0,14,108,134,11.8,13.2,1277.0,1777.4,57,38,875,1396,23,1.44,33.02,0,0,56,123
Enterprise Multiple Brand,1717,Pinky,1854,Enterprise,Japanese,BOGO,0,14,106,103,12.7,12.2,1344.8,1255.6,55,43,534,1358,75,1.78,133.43,2,0,55,104
Enterprise Multiple Brand,1718,Pinky,1944,Enterprise,American,BOGO,0,14,891,1057,13.2,13.5,11805.7,14291.2,301,345,3920,6862,270,4.24,1145.66,10,6,430,972
Enterprise Multiple Brand,1719,Pinky,1854,Enterprise,Japanese,BOGO,0,14,87,168,14.2,12.5,1236.7,2102.8,40,90,641,1782,132,1.54,203.20,2,3,43,160
Enterprise Multiple Brand,1720,Pinky,1139,Enterprise,Japanese,BOGO,0,14,176,234,14.6,13.9,2565.6,3246.3,57,50,989,2176,195,1.33,258.64,0,3,92,238
Enterprise Multiple Brand,1721,Pinky,965,Enterprise,Japanese,BOGO,0,14,298,327,13.8,16.0,4114.6,5211.0,185,150,2057,4098,27,1.08,29.06,2,0,160,322
Enterprise Multiple Brand,1722,Pinky,1077,Enterprise,Japanese,BOGO,0,14,180,228,14.3,13.4,2574.6,3061.6,77,78,831,1960,143,1.90,271.77,4,0,98,210
Enterprise Multiple Brand,1723,Pinky,94,Enterprise,Japanese,BOGO,0,14,56,126,15.9,12.7,882.7,1590.1,31,58,233,784,75,1.35,101.08,0,0,26,109
Enterprise Multiple Brand,1724,Pinky,1944,Enterprise,Japanese,BOGO,0,14,141,169,14.8,14.1,2092.7,2384.1,70,63,915,1766,20,1.08,21.54,2,3,70,143
Enterprise Multiple Brand,1725,Pinky,1944,Enterprise,Japanese,BOGO,0,14,168,266,15.1,14.3,2531.1,3792.4,84,150,678,2206,180,1.53,274.87,2,3,82,260
Enterprise Multiple Brand,1726,Pinky,94,Enterprise,Japanese,BOGO,0,14,302,292,15.3,20.1,4628.0,5880.4,191,145,1838,2676,57,1.29,73.70,2,0,151,272
Enterprise Multiple Brand,1727,Pinky,1854,Enterprise,Japanese,BOGO,0,14,125,192,11.4,13.4,1425.5,2565.0,57,80,582,1568,128,1.33,170.33,0,0,68,185
Enterprise Multiple Brand,1728,Pinky,1077,Enterprise,Japanese,BOGO,0,14,193,188,13.7,17.3,2628.5,3244.1,106,60,1370,2406,38,1.08,40.97,2,3,97,174
Enterprise Multiple Brand,1729,Pinky,965,Enterprise,Japanese,BOGO,0,14,117,165,15.7,14.7,1831.4,2425.3,46,70,609,1824,102,1.32,134.33,4,0,61,168
Enterprise Multiple Brand,1730,Pinky,1077,Enterprise,Japanese,BOGO,0,14,215,222,12.8,11.4,2756.5,2521.3,110,68,1460,2442,38,1.08,40.95,4,0,106,204
Enterprise Multiple Brand,1731,Pinky,1077,Enterprise,Japanese,BOGO,0,14,25,63,11.0,9.9,274.2,625.8,15,48,204,826,42,2.15,90.47,0,0,11,64
Enterprise Multiple Brand,1732,Pinky,94,Enterprise,Japanese,BOGO,0,14,256,343,15.8,15.0,4052.3,5141.4,125,140,1154,2418,215,1.74,374.11,4,9,136,328
Enterprise Multiple Brand,1733,Pinky,94,Enterprise,Japanese,BOGO,0,14,102,148,15.1,13.7,1541.3,2029.2,51,70,294,832,60,2.22,133.33,0,0,48,140
Enterprise Multiple Brand,1734,Pinky,965,Enterprise,Japanese,BOGO,0,14,230,471,14.5,14.9,3336.2,7034.5,95,208,875,2572,267,1.32,352.70,0,0,116,445
Enterprise Multiple Brand,1735,Pinky,1944,Enterprise,Japanese,BOGO,0,14,310,357,14.5,12.5,4492.1,4458.9,218,160,2492,4210,72,1.08,77.56,2,0,157,330
Enterprise Multiple Brand,1736,Pinky,1077,Enterprise,American,BOGO,0,14,499,650,12.8,12.6,6410.0,8208.8,196,168,2100,3870,255,3.83,977.42,0,3,235,501
Enterprise Multiple Brand,1737,Pinky,1854,Enterprise,Japanese,BOGO,0,14,222,236,15.0,14.7,3330.8,3471.8,97,95,1688,2842,83,1.08,89.39,0,9,114,207
Enterprise Multiple Brand,1738,Pinky,94,Enterprise,Japanese,BOGO,0,14,259,294,17.4,14.9,4514.6,4380.2,147,145,1938,2546,30,1.08,32.33,0,0,121,258
Enterprise Multiple Brand,1739,Pinky,94,Enterprise,Japanese,BOGO,0,14,145,183,22.8,23.8,3302.6,4340.4,95,80,1509,2906,68,2.51,170.90,0,0,78,188
Enterprise Multiple Brand,1740,Pinky,94,Enterprise,Japanese,BOGO,0,14,78,181,16.3,15.9,1278.6,2879.1,37,93,357,826,102,1.28,130.32,0,0,38,171
Enterprise Multiple Brand,1741,Pinky,1077,Enterprise,Japanese,BOGO,0,14,234,286,12.3,10.9,2881.0,3123.3,114,150,888,2174,150,1.51,226.45,4,0,118,255
Enterprise Multiple Brand,1742,Pinky,1077,Enterprise,Japanese,BOGO,0,14,168,236,13.1,11.9,2209.2,2798.9,70,93,896,1912,147,1.55,227.47,0,0,89,218
Enterprise Multiple Brand,1743,Pinky,1944,Enterprise,Japanese,BOGO,0,14,347,424,14.9,15.7,5177.4,6668.0,99,123,1452,2750,255,1.28,327.35,0,3,173,378
Enterprise Multiple Brand,1744,Pinky,1077,Enterprise,Japanese,BOGO,0,14,169,234,13.5,14.0,2288.0,3270.8,62,115,831,2006,180,1.59,287.00,4,0,85,235
Enterprise Multiple Brand,1745,Pinky,1077,Enterprise,Japanese,BOGO,0,14,35,54,17.5,12.6,607.8,682.8,22,30,629,1208,30,2.16,64.66,0,0,19,50
Enterprise Multiple Brand,1746,Pinky,1944,Enterprise,Japanese,BOGO,0,14,349,433,14.4,14.5,5010.8,6292.6,119,150,1578,2790,263,1.35,356.25,2,3,174,414
Enterprise Multiple Brand,1747,Pinky,1854,Enterprise,Japanese,BOGO,0,14,73,108,14.5,15.0,1063.7,1618.3,33,58,716,1454,45,2.15,96.93,0,0,36,101
Enterprise Multiple Brand,1748,Pinky,1077,Enterprise,Japanese,BOGO,0,14,214,307,12.8,15.7,2742.4,4828.8,103,128,1700,3098,45,1.08,48.50,0,0,109,269
Enterprise Multiple Brand,1749,Pinky,1077,Enterprise,Japanese,BOGO,0,14,27,41,13.5,10.7,360.6,443.5,11,25,219,494,27,2.47,66.57,2,0,13,45
Enterprise Multiple Brand,1750,Pinky,2090,Enterprise,Japanese,BOGO,0,14,161,160,14.3,12.7,2292.5,2035.6,64,68,1238,1914,20,1.08,21.55,0,0,82,146
Enterprise Multiple Brand,1751,Pinky,1944,Enterprise,Japanese,BOGO,0,14,131,165,13.9,16.2,1810.2,2675.6,75,78,455,834,98,1.74,170.67,4,0,67,162
Enterprise Multiple Brand,1752,Pinky,94,Enterprise,Japanese,BOGO,0,14,380,318,13.4,13.4,5112.7,4249.2,189,120,2072,3074,60,1.15,68.73,8,6,196,308
Enterprise Multiple Brand,1753,Pinky,1854,Enterprise,Japanese,BOGO,0,14,135,157,19.0,10.8,2576.3,1687.9,62,40,897,1328,15,1.08,16.17,4,0,66,143
Enterprise Multiple Brand,1754,Pinky,94,Enterprise,Japanese,BOGO,0,14,88,143,12.8,13.1,1120.0,1872.5,35,73,260,792,72,1.47,106.19,0,0,34,106
Enterprise Multiple Brand,1755,Pinky,1077,Enterprise,Japanese,BOGO,0,14,247,275,12.6,13.1,3122.1,3591.3,132,143,1944,3572,53,1.15,61.13,0,6,127,260
Enterprise Multiple Brand,1756,Pinky,965,Enterprise,Japanese,BOGO,0,14,246,308,14.6,13.8,3599.2,4255.4,136,140,1923,3602,50,1.16,58.00,8,0,131,305
Enterprise Multiple Brand,1757,Pinky,1077,Enterprise,Japanese,BOGO,0,14,272,470,12.0,11.6,3276.1,5444.3,156,215,1208,3336,293,1.56,457.58,8,6,137,428
Enterprise Multiple Brand,1758,Pinky,1854,Enterprise,Japanese,BOGO,0,14,167,193,15.3,14.7,2558.4,2845.8,81,83,975,1962,27,1.08,29.08,0,6,85,188
Enterprise Multiple Brand,1759,Pinky,94,Enterprise,Japanese,BOGO,0,14,251,363,15.8,16.3,3955.2,5920.5,99,140,717,1554,192,1.18,227.25,0,3,120,322
Enterprise Multiple Brand,1760,Pinky,1854,Enterprise,Japanese,BOGO,0,14,140,185,14.9,14.1,2089.3,2600.6,66,80,546,1368,125,1.34,167.32,0,0,73,176
Enterprise Multiple Brand,1761,Pinky,94,Enterprise,Japanese,BOGO,0,14,377,472,15.8,16.5,5943.0,7797.2,220,210,2456,3880,80,1.08,86.13,0,3,197,445
Enterprise Multiple Brand,1762,Pinky,94,Enterprise,Japanese,BOGO,0,14,430,510,14.9,14.8,6418.9,7553.5,185,158,2175,3464,68,1.20,81.40,2,0,194,431
Enterprise Multiple Brand,1763,Pinky,94,Enterprise,Japanese,BOGO,0,14,418,663,14.1,15.0,5909.4,9959.6,154,283,1881,4192,390,1.41,549.72,2,21,214,633
Enterprise Multiple Brand,1764,Pinky,1077,Enterprise,Japanese,BOGO,0,14,75,78,17.5,16.9,1307.2,1314.7,48,40,1008,1970,23,2.16,49.57,0,0,42,70
Enterprise Multiple Brand,1765,Pinky,965,Enterprise,Japanese,BOGO,0,14,327,362,14.6,13.1,4773.1,4749.9,110,143,1412,3318,248,1.76,437.36,0,3,172,344
Enterprise Multiple Brand,1766,Pinky,94,Enterprise,Japanese,BOGO,0,14,468,387,14.0,14.9,6575.3,5742.6,213,148,2502,3778,53,1.15,61.17,2,3,234,364
Enterprise Multiple Brand,1767,Pinky,94,Enterprise,American,BOGO,0,14,787,916,12.8,12.9,10073.1,11830.0,299,313,2706,4330,230,4.02,925.71,8,9,385,848
Enterprise Multiple Brand,1768,Pinky,1077,Enterprise,Japanese,BOGO,0,14,89,114,11.6,11.2,1036.6,1281.9,48,58,339,730,83,1.72,142.36,0,0,42,104
Enterprise Multiple Brand,1769,Pinky,2090,Enterprise,Japanese,BOGO,0,14,299,335,14.8,13.7,4429.3,4585.2,99,120,1523,2728,255,1.68,428.44,10,15,160,319
Enterprise Multiple Brand,1770,Pinky,1944,Enterprise,Japanese,BOGO,0,14,289,325,16.1,13.6,4652.3,4433.5,125,153,1158,2300,233,1.34,311.84,2,9,149,316
Enterprise Multiple Brand,1771,Pinky,1854,Enterprise,Japanese,BOGO,0,14,59,50,14.1,13.1,837.8,658.6,46,38,570,1252,23,1.08,24.78,4,6,31,53
Enterprise Multiple Brand,1772,Rocco,94,Enterprise,Breakfast,BOGO,0,14,127,194,9.4,10.3,1198.5,1995.6,48,85,443,896,50,3.47,173.27,0,0,58,151
Enterprise Multiple Brand,1773,Rocco,94,Enterprise,Breakfast,BOGO,0,14,418,578,8.7,9.1,3654.5,5261.3,103,163,992,1778,207,3.03,626.77,2,0,142,428
Enterprise Multiple Brand,1774,Rocco,94,Enterprise,Breakfast,BOGO,0,14,141,267,7.7,8.3,1081.8,2216.2,99,173,410,872,45,3.33,149.68,2,6,67,227
Enterprise Multiple Brand,1775,Rocco,94,Enterprise,Breakfast,BOGO,0,14,285,415,8.9,9.1,2547.6,3777.1,106,115,662,1500,120,3.01,361.32,0,0,127,305
Enterprise Multiple Brand,1776,Rocco,94,Enterprise,Breakfast,BOGO,0,14,130,248,9.6,9.5,1241.9,2357.0,29,63,269,552,80,2.82,225.44,0,0,53,157
Enterprise Multiple Brand,1777,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,346,573,7.5,7.9,2597.8,4548.3,84,123,806,1622,155,2.96,459.34,0,3,137,392
Enterprise Multiple Brand,1778,Rocco,94,Enterprise,Breakfast,BOGO,0,14,296,489,8.5,8.9,2500.7,4356.5,90,130,666,1332,102,3.11,317.12,4,0,115,372
Enterprise Multiple Brand,1779,Rocco,965,Enterprise,Breakfast,BOGO,0,14,359,528,7.5,8.7,2691.0,4609.9,152,210,1343,2416,173,2.90,502.21,2,0,152,420
Enterprise Multiple Brand,1780,Rocco,94,Enterprise,Breakfast,BOGO,0,14,629,1276,7.9,8.9,4973.0,11386.2,284,530,1662,4418,405,2.88,1164.51,6,0,244,955
Enterprise Multiple Brand,1781,Rocco,94,Enterprise,Breakfast,BOGO,0,14,53,102,10.1,10.2,535.0,1043.2,13,23,149,204,30,2.83,84.84,0,0,23,67
Enterprise Multiple Brand,1782,Rocco,94,Enterprise,Breakfast,BOGO,0,14,161,186,9.0,9.6,1441.5,1785.2,64,73,336,510,42,3.60,151.39,0,0,61,148
Enterprise Multiple Brand,1783,Rocco,94,Enterprise,Breakfast,BOGO,0,14,139,152,10.2,10.3,1422.5,1565.8,40,35,306,466,30,2.80,84.02,0,0,60,120
Enterprise Multiple Brand,1784,Rocco,94,Enterprise,Breakfast,BOGO,0,14,175,240,8.3,8.0,1449.9,1919.2,46,70,489,718,38,2.85,108.14,0,0,68,190
Enterprise Multiple Brand,1785,Rocco,94,Enterprise,Breakfast,BOGO,0,14,132,166,9.3,8.8,1223.5,1457.8,42,45,297,440,20,3.36,67.26,0,0,46,109
Enterprise Multiple Brand,1786,Rocco,94,Enterprise,Breakfast,BOGO,0,14,253,333,8.7,8.8,2195.3,2935.0,75,88,545,848,102,3.17,323.37,0,9,92,246
Enterprise Multiple Brand,1787,Rocco,94,Enterprise,Breakfast,BOGO,0,14,24,58,9.1,10.8,224.0,624.6,15,25,93,212,15,2.80,42.01,0,0,13,56
Enterprise Multiple Brand,1788,Rocco,94,Enterprise,Breakfast,BOGO,0,14,90,87,9.0,8.9,809.6,773.5,22,20,171,248,23,2.84,65.32,2,0,36,64
Enterprise Multiple Brand,1789,Rocco,94,Enterprise,Breakfast,BOGO,0,14,443,830,8.5,8.9,3759.7,7423.5,156,263,1184,2650,147,2.82,414.95,0,0,190,650
Enterprise Multiple Brand,1790,Rocco,94,Enterprise,Breakfast,BOGO,0,14,409,568,8.5,9.2,3471.1,5227.3,95,150,906,1344,140,2.82,395.09,2,6,150,440
Enterprise Multiple Brand,1791,Rocco,94,Enterprise,Breakfast,BOGO,0,14,196,306,8.5,8.9,1669.8,2716.3,46,83,440,966,102,3.01,307.40,0,0,82,218
Enterprise Multiple Brand,1792,Rocco,94,Enterprise,Breakfast,BOGO,0,14,502,619,8.5,8.8,4271.6,5445.5,125,140,1154,1506,98,2.92,286.36,0,0,190,440
Enterprise Multiple Brand,1793,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,133,452,7.9,9.0,1044.3,4074.1,79,225,539,1828,150,3.06,458.47,0,0,60,378
Enterprise Multiple Brand,1794,Rocco,94,Enterprise,Breakfast,BOGO,0,14,92,170,8.3,8.6,762.2,1470.5,20,45,270,572,57,3.02,171.92,0,0,41,123
Enterprise Multiple Brand,1795,Rocco,94,Enterprise,Breakfast,BOGO,0,14,131,196,8.5,9.4,1119.9,1844.3,46,100,377,664,38,2.78,105.67,0,0,50,160
Enterprise Multiple Brand,1796,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,417,829,8.4,8.8,3509.7,7263.5,167,330,1116,2618,270,2.95,797.81,2,9,169,652
Enterprise Multiple Brand,1797,Rocco,94,Enterprise,Breakfast,BOGO,0,14,55,133,10.2,8.4,563.0,1118.4,24,65,167,654,27,2.91,78.54,0,0,25,118
Enterprise Multiple Brand,1798,Rocco,94,Enterprise,Breakfast,BOGO,0,14,14,57,7.0,9.1,100.9,521.5,11,38,38,208,12,3.73,44.82,0,0,7,48
Enterprise Multiple Brand,1799,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,167,192,7.7,7.7,1279.6,1478.2,59,50,429,708,23,3.77,86.68,0,0,72,143
Enterprise Multiple Brand,1800,Rocco,94,Enterprise,Breakfast,BOGO,0,14,289,514,8.6,9.7,2494.5,4997.3,191,298,797,2004,140,3.02,423.27,0,0,126,426
Enterprise Multiple Brand,1801,Rocco,94,Enterprise,Breakfast,BOGO,0,14,653,921,9.2,10.1,6012.1,9339.9,227,278,1814,2998,330,3.08,1017.10,6,6,244,658
Enterprise Multiple Brand,1802,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,223,361,9.5,10.1,2112.1,3646.3,88,148,672,1234,80,3.62,289.58,0,0,95,288
Enterprise Multiple Brand,1803,Rocco,94,Enterprise,Breakfast,BOGO,0,14,259,373,7.9,8.7,2052.2,3247.2,79,110,548,910,57,2.84,161.75,4,3,103,300
Enterprise Multiple Brand,1804,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,186,261,9.4,9.2,1749.7,2399.7,112,128,575,1072,53,3.20,169.77,2,3,84,227
Enterprise Multiple Brand,1805,Rocco,94,Enterprise,Breakfast,BOGO,0,14,304,381,8.8,9.7,2677.8,3680.8,134,170,774,1266,125,3.12,389.92,2,6,127,333
Enterprise Multiple Brand,1806,Rocco,965,Enterprise,Breakfast,BOGO,0,14,655,887,8.0,8.1,5245.0,7192.7,213,275,2172,3772,260,3.03,787.54,2,6,272,728
Enterprise Multiple Brand,1807,Rocco,94,Enterprise,Breakfast,BOGO,0,14,336,529,8.4,8.6,2820.6,4548.1,125,168,725,1448,105,3.09,324.63,2,3,132,395
Enterprise Multiple Brand,1808,Rocco,94,Enterprise,Breakfast,BOGO,0,14,177,262,7.8,8.8,1381.2,2317.4,35,70,425,800,53,3.22,170.58,0,6,73,221
Enterprise Multiple Brand,1809,Rocco,94,Enterprise,Breakfast,BOGO,0,14,177,193,8.2,15.2,1444.8,2930.1,55,60,354,744,38,3.12,118.42,2,0,62,132
Enterprise Multiple Brand,1810,Rocco,965,Enterprise,Breakfast,BOGO,0,14,425,812,7.8,9.2,3306.3,7438.6,183,318,1733,3952,350,2.91,1019.96,2,0,190,680
Enterprise Multiple Brand,1811,Rocco,94,Enterprise,Breakfast,BOGO,0,14,29,44,8.5,8.3,246.2,370.0,20,30,107,364,12,2.84,34.07,0,0,14,42
Enterprise Multiple Brand,1812,Rocco,94,Enterprise,Breakfast,BOGO,0,14,205,202,8.5,10.3,1743.5,2077.8,112,60,435,628,72,3.42,246.25,10,0,95,151
Enterprise Multiple Brand,1813,Rocco,94,Enterprise,Breakfast,BOGO,0,14,405,662,8.8,9.8,3568.7,6479.2,163,275,953,2246,222,3.03,673.70,0,6,182,532
Enterprise Multiple Brand,1814,Rocco,94,Enterprise,Breakfast,BOGO,0,14,181,250,8.8,9.3,1593.1,2338.1,59,85,473,892,80,3.10,248.36,0,0,77,193
Enterprise Multiple Brand,1815,Rocco,94,Enterprise,Breakfast,BOGO,0,14,525,777,8.8,9.5,4639.6,7413.0,330,430,1376,2066,263,3.04,798.32,2,0,220,664
Enterprise Multiple Brand,1816,Rocco,94,Enterprise,Breakfast,BOGO,0,14,255,324,8.6,9.1,2189.9,2942.0,79,70,758,1390,110,2.99,329.06,0,3,103,269
Enterprise Multiple Brand,1817,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,283,376,7.8,8.4,2212.6,3156.0,106,108,747,1098,8,2.91,23.26,0,0,126,302
Enterprise Multiple Brand,1818,Rocco,94,Enterprise,Breakfast,BOGO,0,14,333,474,9.1,9.9,3046.5,4705.7,99,145,788,1398,155,3.04,471.00,0,9,155,389
Enterprise Multiple Brand,1819,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,538,758,8.7,9.4,4676.3,7154.9,174,273,1572,2540,185,3.06,565.67,6,9,218,605
Enterprise Multiple Brand,1820,Rocco,94,Enterprise,Breakfast,BOGO,0,14,467,494,8.7,8.0,4066.1,3938.0,227,153,1031,1326,98,2.95,288.96,0,0,211,378
Enterprise Multiple Brand,1821,Rocco,965,Enterprise,Breakfast,BOGO,0,14,461,717,7.9,8.1,3640.5,5833.2,147,260,1362,2484,180,2.92,525.41,0,3,188,580
Enterprise Multiple Brand,1822,Rocco,94,Enterprise,Breakfast,BOGO,0,14,95,173,11.1,10.3,1053.7,1774.4,66,88,314,790,57,2.81,160.21,0,0,47,140
Enterprise Multiple Brand,1823,Rocco,94,Enterprise,Breakfast,BOGO,0,14,93,151,8.0,9.5,750.5,1441.7,26,48,180,480,50,3.03,151.62,2,0,41,123
Enterprise Multiple Brand,1824,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,45,55,8.1,9.1,359.9,502.7,22,23,152,210,27,2.76,74.41,0,0,22,53
Enterprise Multiple Brand,1825,Rocco,94,Enterprise,Breakfast,BOGO,0,14,213,355,7.8,8.0,1654.0,2849.3,86,128,515,872,57,3.03,172.78,2,0,83,258
Enterprise Multiple Brand,1826,Rocco,94,Enterprise,Breakfast,BOGO,0,14,2,42,11.7,11.3,27.1,474.6,2,35,20,286,23,2.87,66.11,0,0,1,39
Enterprise Multiple Brand,1827,Rocco,94,Enterprise,Breakfast,BOGO,0,14,169,151,8.9,9.2,1505.4,1400.5,33,40,377,390,53,3.06,162.03,2,0,60,126
Enterprise Multiple Brand,1828,Rocco,94,Enterprise,Breakfast,BOGO,0,14,204,263,8.9,8.3,1815.9,2174.3,92,98,483,696,27,3.23,87.33,2,0,84,207
Enterprise Multiple Brand,1829,Rocco,1139,Enterprise,Breakfast,BOGO,0,14,322,454,7.8,8.1,2502.5,3656.3,88,138,671,1418,105,3.14,329.44,0,0,122,361
Enterprise Multiple Brand,1830,Rocco,94,Enterprise,Breakfast,BOGO,0,14,418,435,9.1,9.3,3820.7,4024.9,86,75,776,1152,105,2.86,299.81,0,3,149,339
Enterprise Multiple Brand,1831,Rocco,94,Enterprise,Breakfast,BOGO,0,14,182,223,7.8,9.6,1426.5,2132.1,59,73,387,596,72,2.83,203.84,2,0,74,179
Enterprise Multiple Brand,1832,Rocco,94,Enterprise,Breakfast,BOGO,0,14,473,669,8.2,9.0,3871.4,6027.7,132,170,1110,1934,188,2.96,557.30,0,0,178,479
Enterprise Multiple Brand,1833,Rocco,94,Enterprise,Breakfast,BOGO,0,14,281,696,8.5,9.9,2381.4,6890.3,132,320,840,2604,293,3.21,939.07,2,3,119,568
Enterprise Multiple Brand,1834,Rocco,94,Enterprise,Breakfast,BOGO,0,14,245,293,9.0,8.9,2203.7,2597.2,62,63,462,718,45,3.23,145.50,0,0,94,199
Enterprise Multiple Brand,1835,Rocco,94,Enterprise,Breakfast,BOGO,0,14,384,468,9.2,9.9,3522.5,4632.8,161,175,885,1424,113,2.92,330.08,0,3,158,375
Enterprise Multiple Brand,1836,Rocco,94,Enterprise,Breakfast,BOGO,0,14,565,686,8.0,9.1,4538.1,6272.5,117,155,1095,2004,128,2.88,368.92,2,0,202,524
Enterprise Multiple Brand,1837,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,181,298,7.9,8.7,1419.6,2577.0,40,90,456,1034,87,2.81,244.26,0,0,70,224
Enterprise Multiple Brand,1838,Rocco,94,Enterprise,Breakfast,BOGO,0,14,96,115,9.9,9.6,947.4,1104.2,59,60,207,386,23,2.73,62.75,0,0,48,98
Enterprise Multiple Brand,1839,Rocco,94,Enterprise,Breakfast,BOGO,0,14,332,361,8.7,9.4,2898.6,3387.1,95,73,681,1322,87,3.03,263.66,0,0,140,286
Enterprise Multiple Brand,1840,Rocco,94,Enterprise,Breakfast,BOGO,0,14,367,472,8.1,8.8,2985.6,4144.5,88,100,648,1146,60,3.19,191.56,0,0,120,305
Enterprise Multiple Brand,1841,Rocco,94,Enterprise,Breakfast,BOGO,0,14,517,549,9.1,9.2,4718.3,5054.4,213,175,1317,1814,150,2.96,443.96,4,0,229,434
Enterprise Multiple Brand,1842,Rocco,94,Enterprise,Breakfast,BOGO,0,14,221,331,8.7,9.3,1917.4,3076.7,66,108,578,956,98,3.25,318.44,0,0,85,249
Enterprise Multiple Brand,1843,Rocco,94,Enterprise,Breakfast,BOGO,0,14,518,600,8.0,8.5,4160.8,5092.7,187,185,1028,1610,125,2.85,356.43,2,0,196,417
Enterprise Multiple Brand,1844,Rocco,94,Enterprise,Breakfast,BOGO,0,14,238,322,8.2,11.1,1959.5,3586.8,101,158,555,1564,105,3.21,337.33,0,0,96,266
Enterprise Multiple Brand,1845,Rocco,94,Enterprise,Breakfast,BOGO,0,14,9,28,11.0,10.2,98.9,287.8,9,23,32,276,20,2.73,54.70,0,0,5,25
Enterprise Multiple Brand,1846,Rocco,94,Enterprise,Breakfast,BOGO,0,14,181,242,8.3,8.9,1511.9,2156.5,40,55,395,546,53,3.20,169.75,0,0,74,179
Enterprise Multiple Brand,1847,Rocco,94,Enterprise,Breakfast,BOGO,0,14,329,441,9.0,10.0,2974.2,4396.0,110,138,650,1182,150,3.13,469.81,6,3,136,336
Enterprise Multiple Brand,1848,Rocco,94,Enterprise,Breakfast,BOGO,0,14,76,142,9.5,9.8,718.2,1394.7,46,50,216,422,68,3.00,204.01,0,0,34,104
Enterprise Multiple Brand,1849,Rocco,94,Enterprise,Breakfast,BOGO,0,14,402,509,8.1,8.9,3267.3,4514.0,123,133,861,1448,105,2.91,305.24,6,0,151,395
Enterprise Multiple Brand,1850,Rocco,94,Enterprise,Breakfast,BOGO,0,14,81,68,8.3,7.8,673.1,530.1,31,25,198,468,12,2.77,33.21,0,0,34,50
Enterprise Multiple Brand,1851,Rocco,94,Enterprise,Breakfast,BOGO,0,14,562,713,9.3,9.4,5230.9,6690.1,145,150,1137,1754,147,2.91,427.35,4,9,222,493
Enterprise Multiple Brand,1852,Rocco,94,Enterprise,Breakfast,BOGO,0,14,387,563,8.4,8.8,3258.3,4962.5,106,175,905,1758,173,3.24,560.50,2,0,145,434
Enterprise Multiple Brand,1853,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,365,500,8.6,9.1,3131.2,4553.6,97,163,791,1478,135,2.79,376.75,2,3,136,364
Enterprise Multiple Brand,1854,Rocco,94,Enterprise,Breakfast,BOGO,0,14,155,166,8.8,10.0,1369.0,1660.3,55,48,338,564,45,3.04,136.92,0,0,58,123
Enterprise Multiple Brand,1855,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,519,660,8.3,8.7,4327.4,5751.4,172,198,1143,1884,158,2.80,442.07,4,0,198,490
Enterprise Multiple Brand,1856,Rocco,94,Enterprise,Breakfast,BOGO,0,14,177,207,7.2,8.3,1275.9,1713.1,77,90,336,804,53,3.19,168.91,0,3,61,171
Enterprise Multiple Brand,1857,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,75,263,9.0,8.8,674.8,2297.8,53,213,377,1754,128,2.93,375.66,2,6,32,244
Enterprise Multiple Brand,1858,Rocco,1139,Enterprise,Breakfast,BOGO,0,14,373,432,8.2,8.5,3067.3,3669.6,84,123,896,1552,125,2.82,353.12,0,3,157,342
Enterprise Multiple Brand,1859,Rocco,94,Enterprise,Breakfast,BOGO,0,14,252,392,8.8,9.7,2210.6,3823.7,99,168,852,1678,125,3.25,406.37,2,0,103,322
Enterprise Multiple Brand,1860,Rocco,1944,Enterprise,Breakfast,BOGO,0,14,285,310,8.1,8.9,2312.5,2766.3,134,128,750,1388,102,3.17,323.44,2,3,121,252
Enterprise Multiple Brand,1861,Rocco,94,Enterprise,Breakfast,BOGO,0,14,687,897,9.1,9.7,6249.2,8710.8,213,283,1617,3186,233,3.27,763.04,0,0,275,694
