City,date,day_of_week,hour_beginning,trip_requests,completed_trips,first_trip_eaters,unique_eaters,session_numbers,gross_bookings,promo_costs,resto_payouts,delivery_partner_payouts,online_restaurant_numbers,active_restaurant_numbers,unfulfilled_trips,average_delivery_time,average_delivery_distance,online_minutes,on_trip_minutes,unique_drivers
965,11-Nov,3,11,553,552,6,538,1547,"$6,020",$131,"$3,735","$1,158",297,296,0,24.42,1.40,110280.74,57907.09,2317
965,11-Nov,3,12,439,438,5,430,1446,"$4,306",$162,"$2,725",$918,594,593,0,21.96,1.37,132851.92,66697.15,2541
965,11-Nov,3,13,294,294,5,286,1208,"$2,821",$110,"$1,754",$597,589,588,0,20.89,1.30,115077.09,40964.14,2413
965,11-Nov,3,14,224,223,4,211,995,"$2,041",$66,"$1,360",$376,512,511,0,20.33,1.25,73714.85,29783.75,1878
965,11-Nov,3,15,181,180,3,164,696,"$1,589",$62,"$1,050",$310,415,414,0,20.54,1.32,64651.27,23840.89,1454
965,11-Nov,3,16,237,237,2,225,812,"$2,559",$78,"$1,660",$411,424,423,0,22.03,1.38,68643.63,27144.89,1617
965,11-Nov,3,17,486,485,10,471,1255,"$5,694",$138,"$3,582",$832,485,484,0,23.96,1.51,104675.36,63152.54,2337
965,11-Nov,3,18,451,450,2,437,1142,"$4,979",$121,"$3,158",$757,613,611,0,24.42,1.41,131001.27,84631.12,2647
965,11-Nov,3,19,335,334,6,322,938,"$3,471",$89,"$2,231",$567,591,588,0,21.87,1.41,117485.44,59894.07,2481
965,11-Nov,3,20,206,205,0,199,716,"$1,943",$58,"$1,246",$317,495,493,0,21.84,1.48,81221.20,39645.29,1937
965,11-Nov,3,21,181,179,1,170,648,"$1,720",$60,"$1,114",$283,317,315,0,33.25,1.47,62494.34,29856.11,1435
965,11-Nov,3,22,164,163,3,157,566,"$1,484",$59,$940,$257,187,185,0,21.29,1.49,48582.61,23644.77,1106
965,11-Nov,3,23,116,116,2,114,485,$984,$51,$582,$190,123,122,0,21.28,1.60,33897.07,18289.49,821
965,12-Nov,4,0,60,60,0,58,352,$519,$34,$302,$120,68,67,0,20.80,1.60,25841.29,11389.07,584
965,12-Nov,4,1,41,41,1,40,280,$356,$26,$213,$81,38,37,0,22.20,1.49,16204.89,7341.41,388
965,12-Nov,4,2,30,30,0,30,181,$283,$20,$156,$60,22,22,0,21.27,1.65,9426.84,4389.21,231
965,12-Nov,4,3,13,13,0,13,143,$101,$11,$57,$28,15,15,0,22.92,1.95,5850.13,2262.15,142
965,12-Nov,4,4,8,8,1,8,112,$61,$14,$31,$17,8,8,0,51.38,1.58,4751.40,1418.15,110
965,12-Nov,4,5,11,11,0,11,102,$86,$3,$47,$25,8,8,0,18.36,1.63,5042.79,1659.50,144
965,12-Nov,4,6,33,33,0,32,141,$251,$12,$146,$63,13,13,0,21.03,1.21,10798.58,5427.63,290
965,12-Nov,4,7,47,47,0,47,208,$319,$8,$208,$87,58,58,0,17.64,0.90,20015.82,9638.18,506
965,12-Nov,4,8,118,118,0,118,377,$838,$40,$541,$227,83,83,0,19.04,1.11,32412.00,14618.55,774
965,12-Nov,4,9,176,175,1,173,565,"$1,277",$54,$814,$348,104,104,0,18.97,1.15,43968.63,17501.96,1007
965,12-Nov,4,10,170,169,1,162,813,"$1,450",$68,$909,$359,157,157,0,20.43,1.31,59860.70,17627.74,1464
965,12-Nov,4,11,496,494,3,471,1252,"$5,285",$114,"$3,360","$1,133",295,294,0,23.60,1.42,108413.99,59497.63,2247
965,12-Nov,4,12,403,402,4,391,1029,"$3,771",$118,"$2,376",$921,594,593,0,20.95,1.28,130910.09,65741.85,2463
965,12-Nov,4,13,297,297,7,287,795,"$2,627",$121,"$1,664",$664,605,604,0,19.78,1.31,109091.00,41581.65,2321
965,12-Nov,4,14,231,230,4,227,705,"$1,934",$78,"$1,247",$429,510,509,0,20.29,1.30,63788.71,29599.57,1728
965,12-Nov,4,15,183,183,3,179,604,"$1,621",$57,"$1,024",$346,419,418,0,20.62,1.34,51033.79,23175.65,1205
965,12-Nov,4,16,244,242,0,238,823,"$2,455",$86,"$1,602",$474,434,433,0,21.51,1.38,58014.48,28099.28,1447
965,12-Nov,4,17,458,457,4,436,1108,"$5,694",$113,"$3,642",$933,487,486,0,24.54,1.46,100466.87,62230.12,2277
965,12-Nov,4,18,457,457,5,444,1099,"$5,196",$122,"$3,371",$911,627,625,0,23.89,1.30,131766.83,83835.72,2614
965,12-Nov,4,19,379,379,7,359,893,"$3,817",$102,"$2,383",$762,604,602,0,26.11,1.42,121038.92,58704.57,2512
965,12-Nov,4,20,215,215,1,205,659,"$2,014",$60,"$1,278",$366,518,516,0,26.95,1.39,73809.15,40318.92,1938
965,12-Nov,4,21,159,159,0,151,580,"$1,433",$45,$896,$273,328,326,0,20.12,1.38,54332.13,28815.10,1301
965,12-Nov,4,22,151,151,2,147,505,"$1,267",$53,$794,$265,204,202,0,20.35,1.48,42167.43,23139.30,998
965,12-Nov,4,23,123,122,3,120,447,"$1,102",$40,$675,$213,126,125,0,21.95,1.35,29409.38,18086.35,735
965,13-Nov,5,0,82,82,0,81,368,$714,$39,$409,$166,75,74,0,23.72,1.68,20920.34,12559.02,522
965,13-Nov,5,1,34,34,0,34,241,$314,$17,$187,$69,44,43,0,22.82,1.75,13534.93,7852.72,347
965,13-Nov,5,2,29,29,0,28,172,$279,$8,$167,$61,23,23,0,25.45,1.80,8881.09,4508.24,224
965,13-Nov,5,3,13,12,0,11,132,$109,$6,$79,$28,14,14,0,23.85,1.94,6128.72,2345.11,157
965,13-Nov,5,4,12,12,0,12,104,$125,$9,$71,$25,8,8,0,25.83,1.27,5570.32,1451.76,133
965,13-Nov,5,5,22,22,0,20,82,$142,$4,$79,$47,9,9,0,38.91,1.57,6891.95,1720.69,184
965,13-Nov,5,6,38,37,0,37,143,$256,$14,$158,$64,13,13,0,23.16,1.30,13212.57,5211.40,347
965,13-Nov,5,7,52,52,0,51,203,$398,$16,$255,$86,62,62,0,18.46,1.17,23714.86,9645.05,596
965,13-Nov,5,8,119,119,0,118,346,$811,$35,$510,$188,86,86,0,18.13,1.09,36202.96,13467.90,822
965,13-Nov,5,9,156,156,2,154,473,"$1,095",$42,$699,$258,106,106,0,17.77,1.10,46715.89,17044.27,1044
965,13-Nov,5,10,167,167,6,162,807,"$1,413",$61,$873,$296,153,153,0,20.49,1.29,58586.54,18287.40,1428
965,13-Nov,5,11,598,596,6,571,1262,"$6,476",$135,"$4,146","$1,220",295,294,0,23.54,1.37,102385.07,62538.79,2199
965,13-Nov,5,12,619,619,14,598,1397,"$5,831",$135,"$3,674","$1,245",597,596,0,19.98,1.23,124998.19,87664.01,2461
965,13-Nov,5,13,568,568,22,551,1242,"$4,939",$181,"$3,121","$1,152",611,610,0,20.08,1.34,124532.64,96879.26,2400
965,13-Nov,5,14,353,350,11,339,947,"$3,097",$89,"$1,969",$598,526,525,0,20.94,1.38,89715.07,62337.17,2153
965,13-Nov,5,15,304,298,12,282,894,"$2,706",$83,"$1,732",$494,426,425,0,22.01,1.29,67481.03,51987.17,1599
965,13-Nov,5,16,408,408,10,383,1243,"$4,097",$134,"$2,610",$654,436,435,0,27.07,1.35,70728.02,63443.65,1650
965,13-Nov,5,17,650,649,6,623,1606,"$8,142",$137,"$5,237","$1,040",493,492,0,36.44,1.44,100890.32,91496.61,2277
965,13-Nov,5,18,668,664,14,640,1499,"$7,650",$144,"$4,876","$1,021",643,641,0,44.71,1.29,128468.03,115513.08,2548
965,13-Nov,5,19,485,485,7,462,1173,"$4,956",$104,"$3,194",$768,616,614,0,30.91,1.29,127207.42,110303.98,2538
965,13-Nov,5,20,301,301,6,290,864,"$2,949",$101,"$1,849",$464,514,512,0,23.92,1.48,89941.07,64557.75,2165
965,13-Nov,5,21,248,248,3,234,858,"$2,298",$81,"$1,429",$373,317,315,0,23.13,1.42,63583.41,45176.20,1557
965,13-Nov,5,22,248,248,4,239,727,"$2,338",$73,"$1,473",$369,203,201,0,24.23,1.42,52523.68,40447.13,1173
965,13-Nov,5,23,201,201,3,193,536,"$1,881",$59,"$1,132",$321,133,132,0,22.82,1.54,42884.06,27022.40,956
965,14-Nov,6,0,96,95,0,92,434,$807,$56,$480,$182,77,76,0,21.47,1.46,30056.69,16039.28,722
965,14-Nov,6,1,70,70,1,66,320,$648,$36,$381,$136,42,41,0,22.89,1.67,18146.91,8959.83,457
965,14-Nov,6,2,27,27,0,27,206,$243,$32,$134,$51,22,22,0,39.85,1.66,10623.88,4813.01,284
965,14-Nov,6,3,12,12,1,12,162,$87,$7,$51,$24,14,14,0,65.58,1.57,6958.83,2874.16,171
965,14-Nov,6,4,13,13,0,13,107,$86,$6,$48,$31,7,7,0,22.08,2.03,5198.93,1633.46,141
965,14-Nov,6,5,8,8,0,8,122,$64,$6,$38,$19,9,9,0,63.50,2.12,6343.44,1597.16,174
965,14-Nov,6,6,28,28,0,28,122,$252,$18,$152,$50,13,13,0,18.21,1.46,11496.30,4007.62,321
965,14-Nov,6,7,85,85,1,84,239,$692,$44,$432,$136,56,56,0,19.40,1.25,23227.70,11061.60,572
965,14-Nov,6,8,135,134,1,131,392,"$1,094",$28,$709,$218,79,79,0,19.70,1.18,37495.42,21007.75,863
965,14-Nov,6,9,178,177,2,173,545,"$1,454",$52,$932,$292,97,97,0,19.77,1.13,52705.47,26544.61,1176
965,14-Nov,6,10,233,232,2,229,780,"$1,974",$64,"$1,258",$404,140,140,0,21.41,1.21,69025.53,30039.46,1647
965,14-Nov,6,11,527,527,5,505,1317,"$6,434",$146,"$4,224","$1,086",277,276,0,24.80,1.38,116626.21,59493.20,2417
965,14-Nov,6,12,472,472,10,458,1377,"$4,705",$99,"$3,011",$974,559,558,0,23.01,1.37,142027.22,84939.45,2676
965,14-Nov,6,13,386,386,6,379,1221,"$3,755",$88,"$2,397",$790,569,568,0,22.05,1.33,132728.06,61870.97,2619
965,14-Nov,6,14,276,276,4,262,1248,"$2,375",$62,"$1,515",$454,505,504,0,21.08,1.27,84121.13,42364.79,2166
965,14-Nov,6,15,221,221,3,215,1096,"$2,121",$78,"$1,386",$370,418,417,0,21.17,1.27,69666.98,33089.63,1637
965,14-Nov,6,16,274,273,2,259,1248,"$3,111",$85,"$1,998",$494,427,426,0,23.61,1.42,78324.22,34147.08,1868
965,14-Nov,6,17,531,531,6,493,1416,"$7,287",$129,"$4,830","$1,111",468,467,0,26.50,1.39,123794.13,67658.18,2602
965,14-Nov,6,18,508,507,5,487,1317,"$6,061",$117,"$3,893","$1,055",570,568,0,27.05,1.44,145462.32,92056.23,2726
965,14-Nov,6,19,351,349,2,331,1012,"$3,733",$83,"$2,430",$694,538,536,0,23.21,1.36,133174.90,68574.72,2663
965,14-Nov,6,20,252,251,2,244,799,"$2,404",$98,"$1,509",$380,472,470,0,23.14,1.43,88781.28,48980.03,2159
965,14-Nov,6,21,202,201,6,194,744,"$2,022",$63,"$1,269",$312,301,299,0,22.49,1.44,68131.94,34040.64,1537
965,14-Nov,6,22,202,200,2,191,767,"$1,750",$73,"$1,070",$306,193,191,0,23.05,1.44,56385.56,28019.70,1282
965,14-Nov,6,23,154,154,1,151,573,"$1,456",$54,$893,$245,122,121,0,22.62,1.46,44237.65,21666.35,1017
965,15-Nov,7,0,103,103,2,99,486,$972,$40,$573,$199,70,69,0,24.40,1.52,30298.01,14406.82,748
965,15-Nov,7,1,51,51,0,50,362,$472,$26,$264,$105,40,39,0,32.49,1.71,19978.19,8789.87,483
965,15-Nov,7,2,20,20,1,20,271,$142,$2,$83,$38,20,20,0,21.05,1.44,11782.38,4764.65,285
965,15-Nov,7,3,26,26,0,24,184,$264,$14,$149,$55,14,14,0,25.15,1.81,7318.06,2748.10,191
965,15-Nov,7,4,18,18,0,17,138,$119,$2,$68,$39,7,7,0,18.56,1.58,5795.49,1571.64,139
965,15-Nov,7,5,13,13,0,13,122,$127,$3,$73,$29,7,7,0,33.54,1.60,6636.37,1771.75,173
965,15-Nov,7,6,28,28,1,28,150,$216,$13,$128,$49,10,10,0,19.18,1.33,11992.66,3722.88,332
965,15-Nov,7,7,73,73,0,71,222,$659,$29,$427,$119,49,49,0,25.23,1.20,23494.82,9141.73,571
965,15-Nov,7,8,125,125,2,121,375,"$1,133",$30,$737,$204,71,71,0,20.97,1.13,37551.55,17876.13,857
965,15-Nov,7,9,177,176,2,170,502,"$1,504",$51,$973,$317,86,86,0,21.54,1.20,53488.99,27492.03,1169
965,15-Nov,7,10,212,212,3,209,685,"$2,113",$64,"$1,388",$398,124,124,0,23.07,1.30,71634.46,30825.15,1646
965,15-Nov,7,11,488,485,6,466,1130,"$5,817",$131,"$3,866","$1,025",254,253,0,25.25,1.41,116285.97,58013.67,2392
965,15-Nov,7,12,521,519,3,496,1180,"$5,731",$128,"$3,692","$1,078",488,487,0,24.42,1.37,139392.18,81680.72,2619
965,15-Nov,7,13,389,389,1,373,952,"$3,925",$127,"$2,523",$798,505,504,0,22.66,1.38,129836.15,65028.14,2559
965,15-Nov,7,14,278,277,6,266,770,"$2,835",$88,"$1,883",$468,446,445,0,22.80,1.33,83432.48,45001.78,2131
965,15-Nov,7,15,216,216,3,207,766,"$2,206",$47,"$1,403",$366,381,380,0,22.90,1.38,69556.77,34832.17,1564
965,15-Nov,7,16,262,261,6,247,942,"$3,022",$66,"$1,993",$483,375,374,0,23.97,1.39,74204.96,33908.61,1797
965,15-Nov,7,17,519,518,12,483,1373,"$7,470",$121,"$4,943","$1,195",402,401,0,27.38,1.47,125258.39,66037.27,2591
965,15-Nov,7,18,539,536,8,518,1259,"$6,659",$151,"$4,347","$1,230",497,495,0,27.13,1.46,144673.49,98297.54,2730
965,15-Nov,7,19,370,366,4,348,976,"$3,775",$97,"$2,413",$798,468,466,0,26.86,1.39,131067.78,74056.90,2616
965,15-Nov,7,20,223,222,1,214,755,"$2,307",$80,"$1,498",$338,419,417,0,28.43,1.44,74716.16,47490.31,2007
965,15-Nov,7,21,214,213,4,200,621,"$1,938",$76,"$1,210",$319,271,269,0,21.14,1.32,53090.86,33153.30,1275
965,15-Nov,7,22,177,176,4,167,580,"$1,593",$50,$980,$267,173,171,0,20.65,1.46,39219.59,25347.01,940
965,15-Nov,7,23,138,138,1,134,483,"$1,215",$34,$734,$218,97,96,0,21.89,1.62,29547.01,19000.79,715
965,16-Nov,1,0,78,78,0,77,396,$659,$44,$384,$145,49,48,0,21.33,1.55,21017.26,11772.66,524
965,16-Nov,1,1,57,57,0,54,291,$537,$27,$307,$111,27,26,0,22.98,1.72,13838.73,8444.59,345
965,16-Nov,1,2,26,26,0,26,186,$279,$18,$159,$49,13,13,0,24.46,1.57,7938.63,4326.44,205
965,16-Nov,1,3,15,15,1,14,141,$129,$10,$75,$31,11,11,0,20.73,1.75,4794.00,2526.18,123
965,16-Nov,1,4,10,10,0,9,114,$149,$16,$92,$20,6,6,0,71.00,1.51,4013.61,1533.93,121
965,16-Nov,1,5,13,13,0,13,103,$137,$7,$83,$25,8,8,0,23.92,2.07,4847.17,1468.69,142
965,16-Nov,1,6,30,30,0,30,119,$230,$5,$135,$45,14,14,0,20.53,1.40,10064.49,5232.10,293
965,16-Nov,1,7,51,51,1,51,171,$368,$11,$232,$73,52,52,0,18.04,1.10,19030.34,8927.83,494
965,16-Nov,1,8,114,114,0,113,329,$755,$34,$476,$170,76,76,0,18.98,1.13,28603.22,12597.66,704
965,16-Nov,1,9,133,133,0,131,480,$921,$42,$578,$237,93,93,0,18.70,1.15,38458.79,16845.28,867
965,16-Nov,1,10,164,163,1,158,770,"$1,337",$53,$841,$307,128,128,0,20.22,1.30,52260.65,17294.66,1313
965,16-Nov,1,11,548,547,1,529,1322,"$5,618",$110,"$3,503","$1,135",252,252,0,23.14,1.43,97248.19,56980.70,2048
965,16-Nov,1,12,427,427,9,412,1410,"$4,046",$120,"$2,522",$891,528,528,0,21.20,1.41,118329.19,65595.88,2236
965,16-Nov,1,13,256,256,0,236,858,"$2,173",$79,"$1,370",$513,528,528,0,19.92,1.28,102008.16,40617.87,2131
965,16-Nov,1,14,193,193,2,190,737,"$1,771",$63,"$1,152",$325,461,461,0,19.29,1.27,63135.58,27693.73,1612
965,16-Nov,1,15,181,181,2,177,691,"$1,755",$56,"$1,118",$300,372,372,0,20.85,1.30,56787.49,22537.94,1304
965,16-Nov,1,16,237,237,3,227,845,"$2,528",$118,"$1,660",$405,381,381,0,26.94,1.37,64807.63,25862.65,1548
965,16-Nov,1,17,466,466,5,449,1175,"$5,477",$124,"$3,500",$862,442,442,0,24.95,1.49,102235.67,60675.58,2270
965,16-Nov,1,18,466,465,5,446,1171,"$4,974",$106,"$3,186",$841,556,555,0,22.33,1.37,130003.89,80877.61,2549
965,16-Nov,1,19,321,320,2,310,906,"$3,121",$81,"$2,008",$578,528,526,0,21.25,1.39,121518.69,55443.42,2503
965,16-Nov,1,20,198,198,4,195,747,"$1,826",$74,"$1,151",$302,440,438,0,25.39,1.41,81904.71,37006.36,2030
965,16-Nov,1,21,177,177,4,168,644,"$1,684",$51,"$1,103",$270,288,286,0,27.15,1.44,63974.48,28801.60,1467
965,16-Nov,1,22,158,156,4,150,569,"$1,366",$45,$853,$238,178,176,0,19.76,1.51,50332.59,22862.58,1183
965,16-Nov,1,23,117,116,0,112,455,$999,$46,$614,$187,107,105,0,20.95,1.50,37003.93,17854.51,859
965,17-Nov,2,0,83,83,0,81,343,$645,$31,$373,$155,59,58,0,20.59,1.70,24572.87,11700.24,604
965,17-Nov,2,1,51,51,0,50,287,$521,$22,$297,$89,36,35,0,20.55,1.39,16179.14,7247.35,394
965,17-Nov,2,2,31,31,1,29,206,$263,$18,$155,$57,18,18,0,20.32,1.61,9579.13,3680.51,250
965,17-Nov,2,3,11,11,0,11,123,$494,$4,$315,$30,12,12,0,27.42,1.93,6198.59,2157.05,159
965,17-Nov,2,4,8,8,0,8,89,$61,$6,$34,$16,8,8,0,16.25,1.58,4767.95,1702.11,111
965,17-Nov,2,5,8,8,0,8,97,$63,$3,$37,$17,10,10,0,81.75,1.81,5819.00,1787.93,171
965,17-Nov,2,6,30,30,0,30,144,$237,$12,$146,$46,14,14,0,22.27,1.39,11795.17,5067.41,325
965,17-Nov,2,7,59,59,1,59,219,$371,$19,$215,$88,59,59,0,21.29,1.32,21563.20,9447.09,553
965,17-Nov,2,8,111,111,0,111,351,$718,$28,$442,$160,82,82,0,18.72,1.13,31978.29,13842.01,764
965,17-Nov,2,9,163,163,3,163,514,"$1,194",$53,$740,$284,104,104,0,17.86,1.12,44791.51,16696.01,1006
965,17-Nov,2,10,182,182,0,176,4835,"$1,425",$90,$884,$340,147,147,0,20.69,1.33,60190.64,20555.27,1452
965,17-Nov,2,11,607,602,7,580,1999,"$6,582",$145,"$4,212","$1,270",282,281,0,26.94,1.44,107391.14,65699.51,2201
965,17-Nov,2,12,455,455,3,444,1429,"$4,051",$109,"$2,542",$942,575,574,0,20.15,1.35,128967.51,75421.47,2437
965,17-Nov,2,13,275,274,3,264,959,"$2,424",$105,"$1,532",$553,590,589,0,24.54,1.28,112436.56,41682.66,2337
965,17-Nov,2,14,240,234,4,227,842,"$1,964",$71,"$1,254",$388,518,517,0,19.64,1.29,70021.23,29489.53,1793
965,17-Nov,2,15,175,174,3,171,741,"$1,589",$56,"$1,048",$296,415,414,0,19.27,1.35,61533.74,23456.59,1387
965,17-Nov,2,16,252,251,3,241,934,"$2,565",$117,"$1,663",$421,438,437,0,26.73,1.39,68773.50,28231.29,1673
965,17-Nov,2,17,488,486,7,467,1339,"$5,750",$112,"$3,734",$888,488,487,0,23.58,1.47,112655.18,66326.26,2462
965,17-Nov,2,18,475,475,4,458,1214,"$5,299",$102,"$3,409",$866,619,617,0,23.53,1.42,141986.03,85033.10,2776
965,17-Nov,2,19,330,330,3,316,909,"$3,139",$80,"$1,979",$601,595,593,0,21.68,1.43,132139.66,61291.70,2691
965,17-Nov,2,20,214,213,7,208,753,"$1,934",$73,"$1,245",$320,505,503,0,20.15,1.33,89777.78,39976.55,2197
965,17-Nov,2,21,174,174,3,166,675,"$1,501",$64,$944,$261,317,315,0,19.02,1.36,69802.59,30394.23,1621
965,17-Nov,2,22,173,173,3,171,620,"$1,571",$55,$972,$270,200,198,0,20.33,1.47,55536.48,25221.95,1275
965,17-Nov,2,23,116,116,1,109,522,$971,$49,$582,$184,117,116,0,22.91,1.46,40947.12,18335.16,962
965,18-Nov,3,0,78,77,1,74,380,$638,$31,$376,$142,69,68,0,23.01,1.64,27232.14,10890.93,664
965,18-Nov,3,1,53,53,0,48,309,$417,$27,$242,$99,43,42,0,19.55,1.54,17649.61,8105.14,424
965,18-Nov,3,2,25,25,0,25,224,$251,$23,$130,$45,25,25,0,21.24,1.45,9807.00,4110.48,262
965,18-Nov,3,3,14,14,1,13,1591,$109,$5,$61,$27,13,13,0,20.43,1.64,6446.68,2671.05,145
965,18-Nov,3,4,6,6,0,6,2233,$38,$2,$22,$11,8,8,0,20.83,1.32,5231.99,1679.99,130
965,18-Nov,3,5,9,9,0,9,1185,$56,$2,$31,$18,9,9,0,132.56,1.70,6778.80,2009.45,172
965,18-Nov,3,6,44,44,1,44,1065,$346,$16,$208,$65,13,13,0,18.41,1.29,12438.65,5262.92,342
965,18-Nov,3,7,55,55,0,54,1692,$390,$19,$258,$75,61,61,0,15.84,0.94,22279.36,9000.36,565
965,18-Nov,3,8,125,125,1,120,2729,$894,$31,$555,$184,87,87,0,19.29,1.25,33879.39,13557.01,801
965,18-Nov,3,9,169,169,2,165,861,"$1,163",$52,$728,$302,108,108,0,18.27,1.19,46083.96,17460.01,1060
965,18-Nov,3,10,172,172,3,169,871,"$1,371",$58,$846,$322,157,157,0,19.91,1.28,63678.83,18705.34,1527
965,18-Nov,3,11,562,559,6,540,2053,"$5,863",$133,"$3,700","$1,143",294,293,0,25.31,1.34,109361.07,63077.04,2273
965,18-Nov,3,12,449,448,5,433,2445,"$4,166",$104,"$2,620",$917,596,595,0,20.35,1.27,129782.81,68228.44,2454
965,18-Nov,3,13,298,298,3,287,2229,"$2,578",$121,"$1,591",$612,606,605,0,19.09,1.34,110322.76,41792.84,2335
965,18-Nov,3,14,242,242,5,233,1269,"$2,286",$64,"$1,489",$402,526,525,0,20.60,1.25,71291.05,29388.33,1796
965,18-Nov,3,15,170,169,3,165,973,"$1,468",$53,$935,$278,425,424,0,19.34,1.26,59604.63,22871.69,1379
965,18-Nov,3,16,224,224,2,217,1008,"$2,254",$88,"$1,440",$377,438,437,0,20.70,1.35,65673.55,25701.60,1634
965,18-Nov,3,17,464,464,10,442,1302,"$5,479",$120,"$3,493",$837,493,492,0,24.37,1.43,106733.06,62162.12,2366
965,18-Nov,3,18,481,478,5,461,1221,"$5,201",$99,"$3,352",$868,628,626,0,23.09,1.37,132085.78,85560.28,2607
965,18-Nov,3,19,331,331,2,315,973,"$3,217",$93,"$2,057",$574,604,601,0,21.13,1.33,118611.24,58374.54,2489
965,18-Nov,3,20,207,205,3,197,848,"$2,078",$70,"$1,347",$315,503,501,0,21.61,1.42,79186.72,37574.14,1941
965,18-Nov,3,21,197,197,1,188,694,"$1,817",$60,"$1,147",$308,324,322,0,20.68,1.48,60932.97,29754.57,1419
965,18-Nov,3,22,151,150,1,144,719,"$1,349",$35,$842,$226,198,196,0,20.83,1.38,47328.75,23604.77,1124
965,18-Nov,3,23,108,108,0,104,554,$971,$38,$588,$172,124,123,0,20.42,1.47,35104.64,17116.01,813
965,19-Nov,4,0,85,85,1,84,480,$828,$38,$485,$162,69,68,0,21.49,1.64,23717.12,11386.34,578
965,19-Nov,4,1,41,40,0,39,305,$352,$27,$208,$77,40,39,0,25.37,1.66,15394.53,7125.00,363
965,19-Nov,4,2,24,22,0,22,248,$202,$5,$133,$42,20,20,0,27.83,1.67,9757.89,6691.78,227
965,19-Nov,4,3,10,10,0,10,169,$96,$13,$53,$19,13,13,0,34.70,1.33,6313.84,4948.11,165
965,19-Nov,4,4,10,10,0,10,126,$77,$3,$45,$20,7,7,0,70.30,1.66,5162.65,2186.67,156
965,19-Nov,4,5,11,11,1,11,107,$98,$12,$58,$21,9,9,0,21.45,1.43,5143.55,2178.04,153
965,19-Nov,4,6,22,22,0,22,144,$184,$5,$111,$45,13,13,0,40.05,1.33,10553.00,5715.25,307
965,19-Nov,4,7,65,65,0,65,225,$528,$26,$343,$126,58,58,0,23.98,0.99,20005.77,9799.42,538
965,19-Nov,4,8,101,101,0,100,359,$742,$30,$458,$199,84,84,0,18.98,1.22,31782.78,14341.21,764
965,19-Nov,4,9,156,156,3,155,517,"$1,114",$36,$705,$303,107,107,0,18.88,1.10,42313.04,17096.32,955
965,19-Nov,4,10,158,158,3,156,757,"$1,405",$62,$850,$333,158,158,0,21.66,1.43,56208.92,18640.35,1418
965,19-Nov,4,11,575,575,7,555,4733,"$6,191",$125,"$3,861","$1,225",297,296,0,25.41,1.40,100730.90,64375.61,2116
965,19-Nov,4,12,497,497,7,479,1683,"$4,696",$114,"$2,964","$1,089",605,604,0,21.68,1.29,121228.18,74114.98,2318
965,19-Nov,4,13,278,278,1,265,1090,"$2,365",$82,"$1,480",$588,615,614,0,20.14,1.26,103245.68,42907.38,2215
965,19-Nov,4,14,212,212,3,200,907,"$1,730",$67,"$1,071",$420,530,529,0,19.48,1.30,62648.06,28902.84,1644
965,19-Nov,4,15,198,198,4,192,780,"$1,831",$62,"$1,179",$396,423,422,0,20.76,1.34,51720.63,23476.84,1207
965,19-Nov,4,16,218,218,7,213,914,"$2,330",$73,"$1,472",$449,437,436,0,22.29,1.55,58542.82,27952.98,1469
965,19-Nov,4,17,431,429,6,409,1269,"$5,477",$107,"$3,598",$917,486,485,0,26.30,1.51,96571.53,64774.17,2219
965,19-Nov,4,18,462,458,1,438,1224,"$5,106",$109,"$3,292",$952,630,628,0,24.43,1.49,126947.43,87629.87,2532
965,19-Nov,4,19,328,326,5,314,954,"$3,324",$79,"$2,165",$675,608,606,0,21.78,1.43,116850.80,59495.68,2447
965,19-Nov,4,20,237,237,4,229,770,"$2,134",$64,"$1,359",$421,509,507,0,20.78,1.37,71031.34,39892.24,1898
965,19-Nov,4,21,186,186,1,183,670,"$1,819",$59,"$1,151",$333,325,323,0,21.06,1.44,52437.56,31945.91,1239
965,19-Nov,4,22,158,158,0,148,610,"$1,363",$47,$844,$285,203,201,0,20.85,1.41,40479.17,24678.45,975
965,19-Nov,4,23,109,109,0,105,507,$956,$33,$581,$202,120,119,0,21.70,1.59,29589.77,17881.54,726
965,20-Nov,5,0,73,72,0,70,420,$724,$31,$413,$125,69,68,0,22.66,1.47,19408.66,11976.81,488
965,20-Nov,5,1,55,55,0,53,281,$425,$21,$243,$101,39,38,0,32.25,1.81,13115.50,7935.33,331
965,20-Nov,5,2,22,22,1,22,210,$225,$9,$129,$44,19,19,0,26.59,2.02,9178.10,4138.10,231
965,20-Nov,5,3,16,16,0,16,139,$147,$7,$85,$30,12,12,0,20.88,1.77,6059.90,2421.59,150
965,20-Nov,5,4,11,11,0,11,85,$92,$7,$55,$22,8,8,0,23.91,1.58,5078.09,1465.71,127
965,20-Nov,5,5,6,6,0,6,82,$61,$1,$36,$12,11,11,0,21.33,1.66,6238.42,1565.80,170
965,20-Nov,5,6,40,40,0,40,146,$271,$8,$164,$60,17,17,0,20.10,1.23,12802.88,5145.24,349
965,20-Nov,5,7,42,42,0,42,193,$280,$6,$171,$60,62,62,0,19.31,1.06,22936.56,9723.64,577
965,20-Nov,5,8,116,116,1,115,323,$806,$24,$520,$169,88,88,0,17.66,1.08,33623.60,14325.93,780
965,20-Nov,5,9,172,172,7,167,524,"$1,264",$55,$821,$308,112,112,0,18.16,1.17,46501.17,17346.76,1059
